时间,用户1,用户2,用户3,用户4,用户5,用户6,用户7,用户8,用户9,用户10,用户11,用户12,用户13,用户14,用户15,用户16,用户17,用户18,用户19,用户20,用户21,用户22,用户23,用户24,用户25,用户26,用户27,用户28,用户29,用户30,用户31,用户32,用户33,用户34,用户35,用户36,用户37,用户38,用户39,用户40,用户41,用户42,用户43,用户44,用户45,用户46,用户47,用户48,用户49,用户50,用户51,用户52,用户53,用户54,用户55,用户56,用户57,用户58,用户59,用户60,用户61,用户62,用户63,用户64,用户65,用户66,用户67,用户68,用户69,用户70,用户71,用户72,用户73,用户74,用户75,用户76,用户77,用户78,用户79,用户80,用户81,用户82,用户83,用户84,用户85,用户86,用户87,用户88,用户89,用户90,用户91,用户92,用户93,用户94,用户95,用户96,用户97,用户98,用户99,用户100,用户101,用户102,用户103,用户104,用户105,用户106,用户107,用户108,用户109,用户110,用户111,用户112,用户113,用户114,用户115,用户116,用户117,用户118,用户119,用户120,用户121,用户122,用户123,用户124,用户125,用户126,用户127,用户128,用户129,用户130,用户131,用户132,用户133,用户134,用户135,用户136,损失电量(kW·h)
2020/4/26,150.60 ,65.70 ,95.70 ,100.80 ,250.00 ,310.80 ,470.80 ,197.70 ,99.30 ,145.80 ,266.40 ,163.50 ,3.90 ,2201.40 ,368.40 ,408.00 ,746.80 ,185.10 ,252.90 ,108.00 ,278.85 ,262.20 ,108.00 ,135.60 ,513.60 ,219.60 ,189.60 ,220.20 ,169.80 ,153.30 ,157.50 ,399.60 ,803.20 ,10.80 ,1488.00 ,652.80 ,1128.00 ,7750.00 ,78.90 ,237.30 ,624.40 ,380.85 ,0.15 ,1596.00 ,9.50 ,3054.00 ,690.00 ,9.60 ,1090.20 ,0.01 ,280.05 ,1.25 ,721.20 ,3864.00 ,233.60 ,434.40 ,11.70 ,561.60 ,22.05 ,71.40 ,343.20 ,22.80 ,195.20 ,5.60 ,146.55 ,682.20 ,1225.20 ,275.20 ,4.00 ,11.10 ,696.00 ,512.00 ,142.95 ,1548.00 ,77.60 ,16.80 ,114.00 ,858.00 ,255.00 ,496.80 ,716.10 ,600.90 ,49.50 ,143.70 ,52.40 ,322.50 ,192.60 ,51.30 ,163.80 ,304.50 ,352.00 ,306.60 ,236.10 ,207.00 ,292.50 ,315.60 ,260.10 ,133.80 ,184.80 ,57.90 ,143.70 ,235.50 ,206.40 ,1036.20 ,441.60 ,190.80 ,104.10 ,536.40 ,129.00 ,1257.90 ,207.30 ,439.20 ,365.10 ,771.60 ,192.80 ,91.20 ,111.30 ,192.00 ,310.80 ,193.20 ,139.50 ,330.00 ,142.20 ,144.60 ,173.10 ,88.00 ,364.80 ,153.00 ,95.40 ,250.20 ,503.10 ,550.80 ,4995.20 ,660.90 ,333.00 ,81.00 ,5116.25 
2020/4/27,163.50 ,59.40 ,98.40 ,116.70 ,217.20 ,323.40 ,466.00 ,201.90 ,86.70 ,156.30 ,242.70 ,159.00 ,4.50 ,2356.80 ,303.60 ,421.20 ,708.00 ,199.50 ,263.10 ,100.20 ,294.00 ,237.60 ,676.20 ,135.60 ,532.80 ,234.00 ,194.40 ,199.80 ,221.40 ,167.70 ,165.30 ,447.30 ,788.40 ,9.00 ,776.00 ,824.00 ,2124.00 ,2450.00 ,84.30 ,291.30 ,654.00 ,366.75 ,0.15 ,252.00 ,17.50 ,3444.00 ,65.40 ,20.80 ,1081.50 ,2653.20 ,268.50 ,3.20 ,9.77 ,4116.00 ,257.60 ,335.20 ,30.90 ,577.60 ,26.10 ,157.20 ,23.20 ,89.40 ,236.00 ,5.60 ,145.65 ,669.60 ,1102.20 ,212.00 ,0.00 ,15.60 ,576.00 ,272.00 ,58.05 ,1398.00 ,78.40 ,72.60 ,90.00 ,990.00 ,177.00 ,420.30 ,708.90 ,616.50 ,45.30 ,257.70 ,54.40 ,354.50 ,192.00 ,52.50 ,184.80 ,127.50 ,332.80 ,273.30 ,215.70 ,223.20 ,305.40 ,328.80 ,282.00 ,127.80 ,175.50 ,55.20 ,141.00 ,252.60 ,207.60 ,730.80 ,400.80 ,186.60 ,101.40 ,1310.40 ,114.00 ,1413.30 ,239.10 ,487.20 ,330.30 ,685.20 ,191.20 ,87.00 ,106.50 ,227.40 ,334.80 ,183.00 ,138.60 ,329.40 ,144.60 ,139.80 ,194.40 ,109.00 ,276.00 ,152.00 ,80.70 ,240.00 ,509.40 ,609.00 ,4555.20 ,726.00 ,361.50 ,81.30 ,4381.93 
2020/4/28,141.30 ,54.90 ,105.60 ,132.60 ,202.80 ,321.60 ,492.00 ,199.20 ,95.70 ,146.70 ,260.10 ,157.20 ,5.10 ,2326.20 ,381.60 ,436.00 ,700.00 ,175.20 ,206.70 ,108.30 ,275.85 ,267.30 ,835.80 ,141.00 ,549.60 ,252.00 ,198.00 ,201.00 ,630.00 ,167.10 ,120.00 ,444.00 ,835.40 ,11.40 ,1000.00 ,872.00 ,1428.00 ,4390.00 ,83.40 ,299.70 ,542.40 ,387.75 ,0.30 ,168.00 ,15.50 ,1248.00 ,204.00 ,9.60 ,1124.10 ,0.01 ,270.60 ,1.29 ,711.00 ,3576.00 ,112.00 ,317.60 ,18.30 ,586.40 ,21.00 ,167.55 ,356.00 ,195.00 ,212.00 ,6.40 ,148.95 ,693.60 ,1119.00 ,253.60 ,4.00 ,14.70 ,720.00 ,704.00 ,152.85 ,1182.00 ,75.20 ,49.50 ,84.00 ,846.00 ,131.40 ,466.50 ,720.30 ,490.80 ,43.65 ,285.90 ,47.10 ,401.50 ,196.20 ,54.60 ,263.70 ,444.00 ,327.60 ,268.50 ,210.30 ,213.60 ,308.40 ,327.60 ,275.40 ,129.00 ,163.50 ,56.10 ,189.00 ,273.60 ,216.60 ,553.20 ,398.40 ,173.40 ,87.60 ,871.20 ,116.40 ,1293.90 ,215.70 ,492.60 ,369.00 ,756.30 ,196.00 ,87.00 ,103.20 ,223.20 ,336.60 ,183.90 ,147.00 ,312.00 ,149.70 ,131.40 ,182.10 ,102.00 ,278.40 ,142.00 ,81.00 ,234.60 ,670.20 ,500.40 ,4705.60 ,731.70 ,355.50 ,81.60 ,5111.02 
2020/4/29,140.70 ,58.80 ,96.60 ,114.90 ,211.60 ,307.80 ,537.20 ,203.40 ,88.80 ,143.10 ,268.20 ,150.30 ,4.80 ,2350.80 ,544.80 ,434.00 ,738.40 ,175.80 ,195.90 ,105.60 ,279.30 ,276.00 ,829.20 ,129.60 ,592.80 ,248.40 ,207.60 ,209.10 ,631.20 ,283.80 ,116.10 ,423.30 ,843.80 ,10.50 ,776.00 ,1060.80 ,1464.00 ,6260.00 ,97.50 ,286.20 ,661.20 ,409.95 ,0.15 ,1272.00 ,11.50 ,3486.00 ,0.00 ,9.60 ,1142.10 ,2905.80 ,336.15 ,7.60 ,6.50 ,3516.00 ,293.60 ,323.20 ,12.60 ,602.40 ,28.35 ,175.50 ,17.60 ,198.60 ,308.80 ,7.20 ,183.60 ,759.00 ,1662.00 ,249.60 ,14.40 ,19.80 ,600.00 ,904.00 ,152.85 ,1482.00 ,89.60 ,69.90 ,144.00 ,864.00 ,159.00 ,477.30 ,688.20 ,504.90 ,48.30 ,316.80 ,49.10 ,388.50 ,198.00 ,66.30 ,229.80 ,73.50 ,347.20 ,263.10 ,204.30 ,211.20 ,306.90 ,331.80 ,275.10 ,129.60 ,159.60 ,52.20 ,184.20 ,238.20 ,216.60 ,574.80 ,404.40 ,185.70 ,110.40 ,620.40 ,124.80 ,1254.30 ,187.50 ,423.30 ,369.90 ,741.90 ,184.00 ,87.30 ,110.70 ,237.60 ,327.60 ,188.70 ,136.20 ,330.60 ,132.00 ,142.50 ,168.00 ,107.00 ,369.00 ,142.00 ,72.00 ,229.80 ,462.90 ,535.80 ,4950.40 ,642.90 ,353.40 ,79.80 ,4822.10 
2020/4/30,138.00 ,61.50 ,100.50 ,138.30 ,210.80 ,321.60 ,583.20 ,203.70 ,89.70 ,136.80 ,259.80 ,170.70 ,5.10 ,2326.80 ,432.00 ,412.80 ,718.40 ,198.90 ,199.50 ,94.50 ,284.70 ,306.30 ,863.40 ,156.00 ,628.80 ,308.40 ,223.20 ,229.20 ,645.60 ,208.80 ,132.00 ,441.00 ,848.80 ,9.00 ,2864.00 ,1043.20 ,1692.00 ,5200.00 ,93.60 ,258.90 ,638.80 ,410.25 ,0.15 ,1548.00 ,8.50 ,4926.00 ,102.00 ,16.00 ,1182.30 ,0.02 ,278.70 ,1.65 ,696.90 ,4614.00 ,275.20 ,292.80 ,36.60 ,588.00 ,22.95 ,142.80 ,576.00 ,217.20 ,242.40 ,8.80 ,116.70 ,755.40 ,1861.80 ,232.80 ,9.20 ,14.70 ,366.00 ,944.00 ,53.10 ,978.00 ,91.20 ,57.30 ,1422.00 ,858.00 ,97.80 ,526.50 ,693.30 ,433.50 ,48.00 ,380.10 ,57.60 ,383.50 ,190.80 ,66.30 ,226.80 ,22.50 ,330.40 ,264.60 ,215.70 ,205.20 ,287.10 ,340.20 ,294.90 ,138.30 ,144.00 ,55.80 ,196.20 ,269.70 ,226.80 ,502.80 ,422.40 ,161.70 ,92.70 ,618.00 ,129.00 ,1278.30 ,221.40 ,405.90 ,423.90 ,767.10 ,224.00 ,93.90 ,121.20 ,214.20 ,340.20 ,169.20 ,130.20 ,327.00 ,132.00 ,155.70 ,179.70 ,112.00 ,399.30 ,141.00 ,98.10 ,239.40 ,561.60 ,471.00 ,4580.00 ,657.30 ,346.20 ,84.60 ,5349.78 
2020/5/1,162.30 ,66.60 ,123.60 ,137.10 ,239.60 ,336.00 ,675.60 ,224.10 ,117.60 ,107.70 ,296.10 ,196.20 ,3.90 ,2049.60 ,409.20 ,383.60 ,777.60 ,196.20 ,179.70 ,121.20 ,309.75 ,361.80 ,833.40 ,169.20 ,475.20 ,189.60 ,152.40 ,291.90 ,611.40 ,202.20 ,137.70 ,345.30 ,794.40 ,9.90 ,384.00 ,1072.80 ,444.00 ,230.00 ,90.00 ,219.00 ,729.20 ,438.15 ,0.30 ,84.00 ,3.00 ,2046.00 ,140.10 ,15.20 ,1212.60 ,2933.40 ,233.70 ,3.80 ,5.10 ,3564.00 ,244.80 ,39.20 ,7.20 ,601.60 ,18.00 ,59.40 ,96.00 ,68.40 ,180.00 ,5.60 ,8.25 ,624.60 ,1174.20 ,28.80 ,8.80 ,12.60 ,36.00 ,160.00 ,5.10 ,1218.00 ,94.40 ,10.20 ,156.00 ,864.00 ,61.20 ,524.40 ,644.10 ,358.20 ,51.30 ,196.80 ,56.00 ,416.00 ,187.80 ,76.50 ,245.10 ,11.50 ,354.00 ,300.00 ,233.10 ,226.20 ,295.80 ,364.80 ,285.30 ,187.50 ,177.30 ,59.40 ,209.70 ,302.40 ,217.80 ,289.80 ,492.00 ,187.80 ,79.50 ,580.20 ,141.00 ,626.40 ,212.40 ,349.20 ,360.60 ,553.20 ,242.80 ,99.30 ,126.60 ,243.00 ,348.00 ,194.10 ,126.00 ,348.60 ,148.80 ,159.90 ,189.30 ,122.00 ,415.80 ,167.00 ,90.90 ,278.40 ,527.40 ,159.60 ,4228.00 ,544.50 ,386.70 ,93.90 ,4021.56 
2020/5/2,140.10 ,78.90 ,120.00 ,144.00 ,232.80 ,391.20 ,656.40 ,236.10 ,124.50 ,136.50 ,313.50 ,216.30 ,4.20 ,2216.40 ,388.80 ,379.20 ,804.80 ,202.80 ,207.60 ,99.60 ,361.50 ,393.60 ,913.20 ,174.60 ,554.40 ,235.20 ,188.40 ,266.70 ,155.40 ,209.70 ,150.90 ,314.40 ,821.60 ,10.50 ,1960.00 ,927.20 ,3240.00 ,6280.00 ,96.15 ,275.40 ,728.00 ,471.75 ,0.15 ,1932.00 ,3.00 ,3558.00 ,590.00 ,11.20 ,1229.40 ,0.02 ,329.55 ,1.28 ,779.10 ,3288.00 ,259.20 ,29.60 ,8.40 ,619.20 ,26.10 ,62.25 ,969.60 ,61.20 ,106.40 ,16.80 ,5.85 ,754.20 ,1237.20 ,261.60 ,6.40 ,14.40 ,48.00 ,648.00 ,137.55 ,1380.00 ,107.20 ,78.00 ,834.00 ,948.00 ,67.80 ,474.90 ,738.60 ,388.80 ,61.20 ,120.60 ,60.60 ,383.00 ,160.80 ,68.40 ,222.30 ,11.50 ,401.20 ,321.00 ,213.30 ,186.60 ,320.70 ,362.40 ,314.10 ,195.60 ,188.70 ,72.60 ,211.80 ,285.00 ,238.80 ,376.20 ,475.20 ,199.80 ,85.80 ,579.00 ,130.20 ,1195.50 ,201.90 ,369.60 ,390.60 ,563.70 ,323.20 ,102.60 ,139.50 ,262.20 ,355.80 ,220.80 ,135.90 ,357.00 ,372.90 ,161.40 ,213.00 ,152.00 ,391.50 ,151.00 ,96.60 ,288.00 ,547.20 ,174.60 ,4000.00 ,628.80 ,396.60 ,105.00 ,4133.04 
2020/5/3,141.60 ,71.10 ,119.10 ,148.80 ,248.00 ,386.70 ,647.20 ,271.80 ,122.10 ,130.50 ,289.80 ,239.70 ,4.80 ,2325.60 ,421.20 ,428.00 ,928.40 ,214.20 ,231.90 ,121.20 ,376.95 ,377.70 ,921.60 ,177.00 ,554.40 ,235.20 ,188.40 ,312.60 ,198.00 ,215.10 ,152.70 ,305.40 ,799.20 ,9.00 ,1960.00 ,1243.20 ,3240.00 ,6280.00 ,127.20 ,290.10 ,745.60 ,502.20 ,0.15 ,1932.00 ,11.00 ,3558.00 ,55.50 ,16.80 ,1256.10 ,3073.80 ,325.50 ,4.60 ,0.65 ,3288.00 ,304.00 ,303.20 ,28.80 ,631.20 ,27.90 ,74.70 ,432.80 ,239.40 ,200.80 ,11.20 ,4.35 ,631.20 ,1239.60 ,213.60 ,6.80 ,16.50 ,402.00 ,648.00 ,48.00 ,1380.00 ,119.20 ,63.60 ,834.00 ,852.00 ,63.00 ,500.10 ,755.10 ,378.00 ,62.85 ,288.90 ,65.80 ,420.50 ,186.00 ,87.60 ,209.70 ,25.00 ,375.20 ,317.40 ,245.10 ,204.60 ,312.00 ,337.80 ,314.40 ,175.20 ,201.30 ,79.20 ,220.50 ,351.00 ,247.20 ,554.40 ,487.20 ,216.60 ,83.70 ,646.20 ,145.80 ,1177.20 ,184.50 ,459.60 ,432.60 ,785.40 ,284.00 ,101.40 ,139.80 ,269.40 ,397.80 ,245.10 ,150.30 ,397.20 ,372.30 ,171.60 ,223.80 ,146.00 ,463.20 ,170.00 ,108.90 ,280.20 ,554.40 ,600.60 ,4216.80 ,714.30 ,394.20 ,93.30 ,5291.99 
2020/5/4,150.30 ,75.00 ,165.90 ,158.40 ,256.80 ,347.10 ,690.40 ,250.50 ,138.30 ,191.70 ,307.20 ,283.50 ,3.60 ,2431.80 ,495.60 ,430.00 ,915.20 ,234.30 ,237.30 ,113.10 ,376.50 ,431.40 ,840.60 ,176.40 ,544.80 ,242.40 ,205.20 ,290.70 ,280.80 ,358.20 ,156.00 ,311.10 ,839.80 ,11.10 ,1992.00 ,1208.00 ,2316.00 ,8620.00 ,104.85 ,323.10 ,833.60 ,480.60 ,0.30 ,2460.00 ,12.00 ,2910.00 ,204.00 ,12.80 ,1310.40 ,0.01 ,289.50 ,1.28 ,0.30 ,3948.00 ,380.80 ,299.20 ,36.30 ,614.40 ,26.25 ,177.30 ,9.60 ,246.00 ,124.00 ,143.20 ,173.55 ,733.80 ,1248.60 ,252.00 ,8.80 ,30.30 ,420.00 ,2464.00 ,62.85 ,1656.00 ,141.60 ,93.90 ,168.00 ,870.00 ,54.00 ,506.70 ,784.50 ,605.40 ,60.90 ,303.00 ,67.30 ,466.50 ,186.60 ,101.40 ,231.90 ,4.50 ,404.80 ,342.60 ,273.30 ,250.20 ,328.50 ,357.60 ,387.90 ,176.10 ,223.80 ,72.30 ,262.20 ,345.30 ,282.00 ,559.80 ,501.60 ,225.00 ,87.30 ,997.20 ,145.80 ,1458.00 ,219.00 ,596.40 ,452.40 ,871.50 ,448.80 ,120.90 ,145.20 ,285.60 ,354.00 ,278.10 ,153.60 ,415.20 ,174.90 ,182.40 ,205.50 ,144.00 ,429.00 ,206.00 ,113.40 ,304.20 ,610.20 ,388.80 ,3631.20 ,786.60 ,434.40 ,91.20 ,6674.47 
2020/5/5,130.50 ,53.70 ,70.80 ,207.90 ,144.80 ,200.40 ,428.00 ,127.80 ,74.40 ,125.70 ,186.30 ,92.40 ,0.90 ,2059.80 ,343.20 ,316.40 ,646.80 ,102.00 ,210.30 ,105.60 ,324.90 ,304.80 ,788.40 ,159.00 ,525.60 ,213.60 ,180.00 ,196.80 ,921.60 ,188.10 ,131.10 ,284.40 ,731.40 ,9.60 ,1936.00 ,467.20 ,1560.00 ,5720.00 ,106.05 ,263.40 ,523.20 ,463.80 ,0.15 ,1560.00 ,8.00 ,5118.00 ,0.00 ,9.60 ,1085.70 ,2994.00 ,257.70 ,4.00 ,0.57 ,3972.00 ,160.00 ,28.80 ,27.30 ,408.80 ,16.50 ,233.70 ,6.40 ,278.40 ,22.40 ,128.80 ,39.45 ,723.60 ,219.60 ,44.00 ,6.00 ,16.50 ,696.00 ,1464.00 ,107.25 ,810.00 ,88.00 ,99.00 ,540.00 ,822.00 ,261.00 ,491.10 ,583.20 ,531.90 ,27.75 ,31.20 ,43.80 ,220.00 ,103.20 ,94.80 ,133.80 ,10.50 ,288.00 ,313.50 ,243.00 ,210.00 ,297.30 ,206.40 ,217.50 ,84.90 ,106.50 ,44.10 ,120.90 ,227.10 ,204.00 ,845.40 ,422.40 ,186.00 ,60.90 ,480.00 ,116.40 ,846.00 ,214.80 ,548.40 ,393.60 ,692.70 ,22.00 ,84.30 ,173.40 ,96.60 ,171.60 ,726.60 ,146.70 ,397.80 ,530.10 ,75.60 ,77.10 ,52.00 ,232.20 ,76.00 ,35.70 ,129.00 ,265.50 ,288.60 ,3207.20 ,654.30 ,344.10 ,55.80 ,2942.97 
2020/5/6,116.40 ,69.30 ,116.40 ,138.60 ,212.00 ,335.70 ,768.80 ,229.20 ,90.30 ,157.50 ,262.50 ,202.80 ,5.40 ,2422.20 ,374.40 ,440.40 ,742.00 ,181.80 ,234.90 ,315.90 ,293.55 ,308.40 ,930.00 ,139.80 ,499.20 ,223.20 ,187.20 ,243.30 ,198.60 ,305.40 ,130.80 ,278.10 ,749.20 ,12.00 ,1224.00 ,1027.20 ,2268.00 ,6870.00 ,117.00 ,290.40 ,701.20 ,409.50 ,0.30 ,1164.00 ,2.50 ,3630.00 ,90.00 ,10.40 ,1188.30 ,0.02 ,318.75 ,1.30 ,39.00 ,4260.00 ,341.60 ,311.20 ,20.10 ,629.60 ,22.50 ,193.05 ,3.20 ,322.80 ,134.40 ,116.00 ,182.25 ,749.40 ,1155.00 ,262.40 ,6.80 ,11.40 ,768.00 ,2472.00 ,253.65 ,1200.00 ,99.20 ,53.40 ,2682.00 ,804.00 ,213.00 ,459.00 ,700.80 ,741.00 ,53.85 ,195.60 ,50.60 ,497.00 ,139.80 ,81.30 ,229.50 ,224.00 ,328.00 ,275.40 ,196.50 ,229.20 ,281.10 ,360.00 ,259.50 ,170.40 ,126.60 ,76.80 ,177.30 ,247.50 ,202.20 ,943.80 ,434.40 ,223.50 ,109.20 ,868.80 ,118.20 ,1410.60 ,198.90 ,444.30 ,429.30 ,796.80 ,214.40 ,98.10 ,114.30 ,292.80 ,369.00 ,497.40 ,147.30 ,358.80 ,169.50 ,156.60 ,171.00 ,142.00 ,691.80 ,167.00 ,84.60 ,337.20 ,506.10 ,319.80 ,3955.20 ,757.50 ,327.90 ,87.90 ,6242.27 
2020/5/7,116.40 ,69.30 ,116.40 ,138.60 ,212.00 ,335.70 ,768.80 ,229.20 ,90.30 ,157.50 ,262.50 ,202.80 ,5.40 ,2422.20 ,374.40 ,440.40 ,742.00 ,181.80 ,234.90 ,315.90 ,293.55 ,308.40 ,930.00 ,139.80 ,511.20 ,220.80 ,177.60 ,243.30 ,198.60 ,305.40 ,130.80 ,278.10 ,749.20 ,12.00 ,1576.00 ,1027.20 ,1584.00 ,9320.00 ,117.00 ,290.40 ,701.20 ,409.50 ,0.30 ,2208.00 ,2.50 ,3084.00 ,139.80 ,10.40 ,1188.30 ,2932.20 ,318.75 ,1.40 ,3.24 ,4716.00 ,341.60 ,311.20 ,20.10 ,629.60 ,22.50 ,193.05 ,3.20 ,322.80 ,134.40 ,116.00 ,182.25 ,749.40 ,1155.00 ,262.40 ,6.80 ,11.40 ,768.00 ,2080.00 ,253.65 ,1548.00 ,99.20 ,53.40 ,684.00 ,990.00 ,213.00 ,459.00 ,700.80 ,741.00 ,53.85 ,195.60 ,50.60 ,497.00 ,139.80 ,81.30 ,229.50 ,224.00 ,328.00 ,275.40 ,196.50 ,229.20 ,281.10 ,360.00 ,259.50 ,170.40 ,126.60 ,76.80 ,177.30 ,247.50 ,202.20 ,943.80 ,434.40 ,223.50 ,109.20 ,868.80 ,118.20 ,1410.60 ,198.90 ,444.30 ,429.30 ,796.80 ,214.40 ,98.10 ,114.30 ,292.80 ,369.00 ,497.40 ,147.30 ,358.80 ,169.50 ,156.60 ,171.00 ,142.00 ,691.80 ,167.00 ,84.60 ,337.20 ,506.10 ,319.80 ,3955.20 ,757.50 ,327.90 ,87.90 ,7187.64 
2020/5/8,123.30 ,70.20 ,110.10 ,128.10 ,220.80 ,313.50 ,602.40 ,229.20 ,85.20 ,143.70 ,275.70 ,182.40 ,5.40 ,2661.00 ,484.80 ,777.60 ,776.00 ,188.40 ,200.70 ,97.50 ,288.15 ,327.60 ,915.60 ,148.80 ,499.20 ,230.40 ,181.20 ,248.10 ,1219.20 ,194.70 ,160.20 ,275.70 ,829.80 ,12.90 ,2304.00 ,1122.40 ,2388.00 ,7350.00 ,97.65 ,295.50 ,724.80 ,437.70 ,0.30 ,2160.00 ,20.00 ,5106.00 ,600.00 ,8.00 ,1259.40 ,0.01 ,335.25 ,1.29 ,574.80 ,3780.00 ,754.40 ,304.80 ,24.00 ,38.40 ,24.75 ,176.10 ,5.60 ,302.40 ,60.00 ,8.00 ,261.60 ,786.00 ,1324.20 ,220.80 ,1.60 ,22.80 ,264.00 ,2240.00 ,328.35 ,852.00 ,124.00 ,110.70 ,1626.00 ,840.00 ,97.20 ,546.30 ,752.10 ,804.30 ,50.25 ,194.10 ,57.60 ,445.00 ,190.80 ,120.00 ,236.70 ,373.50 ,360.00 ,286.80 ,217.80 ,209.40 ,305.10 ,349.20 ,380.10 ,345.30 ,145.80 ,63.00 ,205.20 ,287.10 ,229.80 ,985.20 ,500.40 ,170.10 ,113.10 ,1297.20 ,132.00 ,1421.40 ,205.50 ,510.30 ,398.10 ,950.10 ,202.40 ,95.10 ,123.30 ,223.80 ,360.60 ,236.10 ,167.70 ,360.60 ,147.30 ,154.80 ,207.30 ,121.00 ,416.70 ,173.00 ,94.20 ,497.40 ,801.90 ,426.00 ,4033.60 ,865.50 ,398.40 ,78.30 ,7808.81 
2020/5/9,114.00 ,65.10 ,104.10 ,140.70 ,212.40 ,294.30 ,690.40 ,233.40 ,89.10 ,134.10 ,279.90 ,179.10 ,4.20 ,2301.60 ,432.00 ,520.80 ,692.80 ,168.30 ,230.10 ,91.50 ,314.55 ,306.00 ,903.00 ,147.00 ,508.80 ,234.00 ,180.00 ,238.20 ,148.20 ,222.00 ,128.10 ,289.80 ,838.00 ,12.30 ,2296.00 ,1377.60 ,1944.00 ,9840.00 ,91.35 ,297.30 ,727.20 ,410.40 ,0.15 ,2208.00 ,13.50 ,2118.00 ,53.70 ,12.00 ,1177.80 ,2374.80 ,299.55 ,0.60 ,6.17 ,4602.00 ,601.60 ,321.60 ,20.70 ,606.40 ,24.00 ,107.10 ,519.20 ,320.40 ,96.80 ,4.80 ,220.50 ,791.40 ,1264.20 ,266.40 ,9.60 ,17.70 ,606.00 ,1776.00 ,364.50 ,1482.00 ,84.00 ,108.00 ,2682.00 ,846.00 ,297.60 ,501.90 ,698.10 ,685.80 ,59.25 ,305.10 ,50.60 ,409.50 ,148.80 ,50.70 ,186.60 ,273.50 ,336.40 ,273.60 ,210.30 ,201.00 ,287.70 ,333.00 ,273.60 ,156.60 ,153.00 ,62.70 ,191.70 ,265.20 ,208.80 ,945.00 ,466.80 ,162.90 ,105.00 ,814.80 ,126.00 ,1316.40 ,198.30 ,479.10 ,396.60 ,784.20 ,208.80 ,93.00 ,115.80 ,235.20 ,354.00 ,222.90 ,143.10 ,350.40 ,132.30 ,146.70 ,201.60 ,106.00 ,383.40 ,149.00 ,71.70 ,243.00 ,479.10 ,454.20 ,3943.20 ,693.90 ,347.10 ,82.20 ,6188.53 
2020/5/10,111.60 ,69.30 ,105.00 ,126.90 ,225.20 ,313.80 ,598.40 ,225.90 ,91.20 ,148.80 ,251.40 ,193.20 ,4.50 ,2056.20 ,332.40 ,381.60 ,727.20 ,176.10 ,251.70 ,92.10 ,334.65 ,308.40 ,903.60 ,139.20 ,559.20 ,259.20 ,192.00 ,222.90 ,262.20 ,263.70 ,118.50 ,322.80 ,824.20 ,9.90 ,1552.00 ,1186.40 ,3288.00 ,1480.00 ,85.05 ,267.00 ,672.40 ,418.80 ,0.15 ,2556.00 ,13.50 ,5070.00 ,203.20 ,16.80 ,1154.10 ,0.02 ,375.60 ,1.29 ,663.60 ,3900.00 ,500.80 ,300.00 ,30.30 ,685.60 ,19.20 ,72.00 ,825.60 ,291.60 ,170.40 ,118.40 ,184.35 ,790.80 ,1029.60 ,213.60 ,4.80 ,17.10 ,384.00 ,424.00 ,247.95 ,1632.00 ,87.20 ,84.30 ,768.00 ,828.00 ,544.80 ,526.20 ,644.10 ,699.00 ,64.50 ,178.20 ,51.60 ,405.00 ,138.60 ,48.90 ,153.30 ,249.00 ,333.60 ,271.20 ,206.10 ,217.80 ,311.40 ,328.80 ,248.70 ,156.30 ,141.90 ,68.70 ,198.90 ,233.10 ,232.80 ,1035.00 ,476.40 ,173.70 ,71.10 ,689.40 ,127.80 ,1354.50 ,219.90 ,456.30 ,356.40 ,783.00 ,202.40 ,88.50 ,122.70 ,237.60 ,327.00 ,241.80 ,148.80 ,366.60 ,138.60 ,141.90 ,159.30 ,107.00 ,404.70 ,155.00 ,99.90 ,274.80 ,782.10 ,469.20 ,3800.00 ,655.20 ,354.60 ,98.10 ,6622.80 
