时间,用户1,用户2,用户3,用户4,用户5,用户6,用户7,用户8,用户9,用户10,用户11,用户12,用户13,用户14,用户15,用户16,用户17,用户18,用户19,用户20,用户21,用户22,用户23,用户24,用户25,用户26,用户27,用户28,用户29,用户30,用户31,用户32,用户33,用户34,用户35,用户36,用户37,用户38,用户39,用户40,用户41,用户42,用户43,用户44,用户45,用户46,用户47,用户48,用户49,用户50,用户51,用户52,用户53,用户54,用户55,用户56,用户57,用户58,用户59,用户60,用户61,用户62,用户63,用户64,用户65,用户66,用户67,用户68,用户69,用户70,用户71,用户72,用户73,用户74,用户75,用户76,用户77,用户78,用户79,用户80,用户81,用户82,用户83,用户84,用户85,用户86,用户87,用户88,用户89,用户90,用户91,用户92,用户93,用户94,用户95,用户96,用户97,用户98,用户99,用户100,用户101,用户102,用户103,用户104,用户105,用户106,用户107,用户108,用户109,用户110,用户111,用户112,用户113,用户114,用户115,用户116,用户117,用户118,用户119,用户120,用户121,用户122,用户123,用户124,用户125,用户126,用户127,用户128,用户129,用户130,用户131,用户132,用户133,用户134,用户135,用户136,损失电量(kW·h)
2020/5/26,108.90 ,67.80 ,202.50 ,129.60 ,196.80 ,297.90 ,714.40 ,208.50 ,83.10 ,119.70 ,247.80 ,208.50 ,3.60 ,2257.80 ,290.40 ,436.00 ,723.60 ,171.00 ,269.70 ,149.40 ,275.55 ,273.60 ,909.60 ,141.60 ,501.60 ,249.60 ,188.40 ,246.60 ,673.20 ,215.40 ,145.80 ,384.30 ,783.80 ,11.40 ,1936.00 ,1881.60 ,1356.00 ,7980.00 ,94.05 ,223.80 ,711.20 ,392.55 ,0.15 ,1716.00 ,18.50 ,4026.00 ,850.00 ,9.60 ,1115.40 ,0.02 ,281.85 ,1.27 ,860.40 ,3612.00 ,268.00 ,300.00 ,8.10 ,695.20 ,59.10 ,161.40 ,25.60 ,331.80 ,80.80 ,150.40 ,265.35 ,718.80 ,1501.80 ,274.40 ,6.80 ,15.60 ,666.00 ,176.00 ,377.55 ,1320.00 ,75.20 ,78.30 ,378.00 ,924.00 ,102.60 ,455.70 ,679.50 ,472.20 ,50.55 ,242.70 ,51.70 ,379.00 ,110.40 ,75.00 ,176.70 ,73.50 ,335.20 ,264.90 ,226.80 ,205.80 ,313.20 ,333.00 ,282.00 ,190.20 ,127.20 ,64.20 ,162.60 ,213.90 ,195.60 ,1060.80 ,423.60 ,168.30 ,109.50 ,692.40 ,125.40 ,1402.50 ,167.70 ,466.20 ,372.90 ,771.60 ,194.80 ,94.50 ,121.50 ,219.60 ,369.60 ,222.90 ,164.10 ,340.80 ,137.10 ,133.80 ,169.20 ,89.00 ,297.30 ,136.00 ,76.80 ,241.80 ,674.40 ,484.80 ,4096.80 ,657.30 ,296.40 ,108.60 ,6222.13 
2020/5/27,118.80 ,70.80 ,140.40 ,128.10 ,202.00 ,297.90 ,670.80 ,212.10 ,80.10 ,117.00 ,223.80 ,155.70 ,3.90 ,2279.40 ,229.20 ,434.00 ,665.20 ,163.20 ,238.20 ,139.50 ,296.10 ,301.20 ,930.00 ,141.60 ,561.60 ,243.60 ,198.00 ,231.30 ,760.80 ,213.30 ,138.60 ,274.80 ,760.40 ,13.20 ,1840.00 ,1825.60 ,1308.00 ,6070.00 ,93.00 ,245.10 ,720.40 ,403.50 ,0.30 ,1008.00 ,21.00 ,4926.00 ,68.10 ,9.60 ,1068.60 ,2631.00 ,252.90 ,0.80 ,6.77 ,2772.00 ,258.40 ,296.00 ,11.70 ,668.00 ,53.25 ,171.75 ,2.40 ,343.20 ,227.20 ,124.80 ,217.95 ,739.20 ,1451.40 ,244.80 ,8.40 ,16.50 ,402.00 ,184.00 ,383.40 ,366.00 ,73.60 ,96.30 ,180.00 ,858.00 ,67.80 ,557.10 ,686.10 ,604.20 ,49.95 ,383.40 ,53.00 ,395.00 ,124.80 ,77.10 ,153.30 ,53.00 ,346.00 ,266.70 ,216.90 ,202.80 ,315.90 ,346.80 ,278.40 ,182.70 ,135.30 ,60.90 ,133.80 ,207.30 ,207.60 ,1311.60 ,445.20 ,159.30 ,102.30 ,743.40 ,115.20 ,1307.40 ,178.20 ,438.00 ,360.90 ,902.70 ,186.00 ,91.20 ,116.40 ,241.80 ,369.00 ,211.20 ,182.70 ,368.40 ,142.20 ,145.50 ,172.50 ,91.00 ,426.90 ,128.00 ,61.50 ,213.00 ,613.50 ,498.60 ,4104.00 ,682.50 ,295.80 ,90.60 ,6075.31 
2020/5/28,107.40 ,63.60 ,128.40 ,121.50 ,212.00 ,294.30 ,599.20 ,202.20 ,73.20 ,122.70 ,244.20 ,164.70 ,3.90 ,2325.00 ,404.40 ,460.40 ,718.00 ,193.20 ,243.60 ,136.20 ,301.05 ,288.90 ,837.60 ,152.40 ,513.60 ,220.80 ,188.40 ,231.30 ,286.20 ,204.90 ,109.80 ,295.80 ,756.60 ,14.70 ,2864.00 ,2296.80 ,2268.00 ,7110.00 ,104.70 ,211.50 ,743.60 ,410.25 ,0.15 ,1704.00 ,23.00 ,2010.00 ,198.40 ,11.20 ,1046.10 ,0.01 ,288.75 ,1.50 ,666.60 ,3540.00 ,304.00 ,37.60 ,35.70 ,676.00 ,43.20 ,188.25 ,317.60 ,336.00 ,219.20 ,120.00 ,264.00 ,701.40 ,1565.40 ,265.60 ,8.00 ,15.30 ,486.00 ,184.00 ,284.55 ,990.00 ,110.40 ,118.20 ,186.00 ,834.00 ,464.40 ,480.90 ,687.30 ,501.30 ,58.20 ,340.80 ,48.50 ,455.50 ,133.20 ,74.70 ,160.80 ,268.50 ,342.80 ,276.90 ,208.50 ,213.00 ,309.00 ,324.60 ,261.90 ,162.90 ,150.30 ,64.80 ,138.60 ,264.60 ,225.60 ,1209.60 ,430.80 ,165.60 ,114.30 ,912.00 ,117.60 ,1516.50 ,187.50 ,469.80 ,390.90 ,990.30 ,179.60 ,100.80 ,131.40 ,217.20 ,384.60 ,203.10 ,195.00 ,340.80 ,157.20 ,135.30 ,182.70 ,100.00 ,396.00 ,146.00 ,68.40 ,229.80 ,850.50 ,565.80 ,4054.40 ,661.20 ,312.00 ,83.10 ,6926.23 
2020/5/29,113.40 ,56.10 ,164.70 ,158.70 ,220.80 ,298.50 ,774.00 ,213.30 ,79.20 ,116.10 ,246.00 ,179.10 ,4.20 ,2385.00 ,242.40 ,420.80 ,694.80 ,170.70 ,286.20 ,118.80 ,301.50 ,315.30 ,861.00 ,142.80 ,508.80 ,243.60 ,188.40 ,235.20 ,697.80 ,214.50 ,109.80 ,260.40 ,799.00 ,13.20 ,2728.00 ,2579.20 ,2436.00 ,5770.00 ,88.95 ,199.80 ,764.00 ,396.90 ,0.30 ,3048.00 ,17.50 ,3696.00 ,0.00 ,15.20 ,1107.00 ,2880.00 ,272.55 ,0.80 ,1.08 ,3150.00 ,292.00 ,287.20 ,27.00 ,707.20 ,50.40 ,167.85 ,1103.20 ,307.80 ,209.60 ,133.60 ,259.35 ,630.60 ,1433.40 ,289.60 ,7.20 ,23.40 ,546.00 ,168.00 ,282.30 ,990.00 ,80.80 ,88.80 ,204.00 ,1002.00 ,755.40 ,549.00 ,699.90 ,640.80 ,58.20 ,63.90 ,50.90 ,427.50 ,123.60 ,58.50 ,156.00 ,532.50 ,354.00 ,268.50 ,225.90 ,214.80 ,315.30 ,318.60 ,270.00 ,154.50 ,128.70 ,57.90 ,138.90 ,282.90 ,192.60 ,1249.80 ,474.00 ,162.60 ,127.50 ,778.80 ,127.20 ,1340.10 ,187.20 ,517.50 ,423.00 ,852.30 ,234.80 ,97.20 ,122.10 ,194.40 ,369.60 ,215.10 ,167.10 ,370.20 ,141.90 ,129.60 ,157.20 ,97.00 ,415.50 ,139.00 ,75.30 ,235.20 ,670.20 ,535.20 ,3976.00 ,710.10 ,330.00 ,85.50 ,6803.90 
2020/5/30,104.70 ,60.30 ,283.50 ,125.40 ,225.60 ,322.50 ,604.00 ,217.20 ,79.20 ,130.80 ,262.20 ,194.70 ,3.60 ,2241.00 ,174.00 ,318.80 ,711.60 ,181.50 ,303.90 ,140.70 ,297.00 ,278.40 ,926.40 ,135.00 ,552.00 ,264.00 ,204.00 ,195.60 ,1127.40 ,216.90 ,124.20 ,273.00 ,723.20 ,13.50 ,3232.00 ,2617.60 ,1512.00 ,6450.00 ,95.55 ,222.30 ,755.60 ,399.60 ,0.15 ,2340.00 ,20.50 ,3852.00 ,84.00 ,12.00 ,1135.50 ,0.02 ,339.90 ,1.33 ,824.40 ,3348.00 ,480.00 ,260.00 ,24.90 ,643.20 ,48.60 ,181.95 ,1740.00 ,391.20 ,28.00 ,54.40 ,211.20 ,558.60 ,1144.20 ,275.20 ,6.40 ,9.00 ,540.00 ,160.00 ,382.20 ,1278.00 ,80.00 ,99.00 ,756.00 ,978.00 ,543.60 ,455.10 ,720.90 ,564.00 ,53.55 ,185.10 ,47.30 ,469.00 ,109.80 ,62.10 ,172.20 ,357.50 ,369.20 ,299.10 ,205.80 ,222.60 ,304.50 ,316.80 ,273.00 ,133.20 ,139.20 ,60.60 ,137.40 ,253.20 ,193.20 ,694.80 ,460.80 ,162.30 ,110.10 ,838.80 ,111.00 ,1270.50 ,179.10 ,438.60 ,437.10 ,871.80 ,260.00 ,100.80 ,129.30 ,262.80 ,336.00 ,205.80 ,201.00 ,399.00 ,162.60 ,146.40 ,171.00 ,85.00 ,423.00 ,137.00 ,75.00 ,240.00 ,536.40 ,575.40 ,4093.60 ,628.20 ,310.80 ,84.60 ,7570.39 
2020/5/31,102.00 ,75.60 ,203.40 ,162.60 ,243.20 ,325.50 ,786.80 ,228.30 ,75.90 ,122.10 ,247.80 ,180.00 ,3.60 ,1998.00 ,282.00 ,304.00 ,741.60 ,181.80 ,267.30 ,123.00 ,320.10 ,250.80 ,890.40 ,147.60 ,561.60 ,259.20 ,201.60 ,195.00 ,678.00 ,201.30 ,138.60 ,326.10 ,766.20 ,12.90 ,3672.00 ,2594.40 ,1728.00 ,4720.00 ,81.60 ,192.00 ,794.80 ,415.95 ,0.30 ,2880.00 ,5.50 ,1368.00 ,139.80 ,12.80 ,1130.40 ,2614.80 ,366.45 ,1.20 ,2.86 ,4002.00 ,339.20 ,64.00 ,15.60 ,633.60 ,41.25 ,115.35 ,1467.20 ,70.80 ,304.80 ,8.80 ,256.65 ,587.40 ,1165.80 ,261.60 ,9.60 ,8.10 ,534.00 ,192.00 ,443.85 ,288.00 ,68.80 ,103.20 ,1146.00 ,996.00 ,67.80 ,597.00 ,698.10 ,594.00 ,68.25 ,148.50 ,53.30 ,484.50 ,112.80 ,41.10 ,157.20 ,47.50 ,354.80 ,276.30 ,218.40 ,203.40 ,295.50 ,317.40 ,270.30 ,133.80 ,129.90 ,58.20 ,139.20 ,246.60 ,204.60 ,1101.60 ,462.00 ,171.90 ,74.70 ,723.00 ,134.40 ,1300.20 ,212.40 ,478.50 ,400.80 ,693.30 ,197.60 ,98.10 ,123.90 ,387.00 ,315.60 ,219.30 ,205.80 ,373.80 ,166.20 ,143.40 ,169.20 ,89.00 ,282.60 ,147.00 ,78.90 ,264.60 ,674.10 ,606.60 ,4118.40 ,742.20 ,318.30 ,93.30 ,5980.12 
2020/6/1,102.90 ,69.30 ,114.60 ,122.70 ,217.60 ,312.00 ,627.60 ,211.20 ,73.20 ,129.60 ,246.00 ,145.80 ,3.60 ,2279.40 ,296.40 ,408.40 ,738.80 ,167.70 ,234.90 ,120.60 ,308.10 ,254.70 ,862.80 ,134.40 ,544.80 ,258.00 ,200.40 ,194.10 ,586.80 ,194.40 ,124.20 ,390.00 ,764.60 ,16.50 ,2984.00 ,2551.20 ,2916.00 ,7230.00 ,83.70 ,218.70 ,790.80 ,394.95 ,0.30 ,2664.00 ,19.50 ,606.00 ,680.00 ,8.00 ,1126.50 ,0.01 ,382.80 ,1.45 ,867.60 ,3780.00 ,487.20 ,284.80 ,12.90 ,665.60 ,49.05 ,165.45 ,1516.00 ,243.60 ,153.60 ,135.20 ,304.35 ,618.00 ,1615.80 ,271.20 ,6.80 ,7.80 ,588.00 ,368.00 ,280.65 ,702.00 ,73.60 ,93.00 ,1836.00 ,846.00 ,320.40 ,547.50 ,696.60 ,543.60 ,51.45 ,112.20 ,49.20 ,528.50 ,108.00 ,84.90 ,166.20 ,603.00 ,324.40 ,255.60 ,212.40 ,204.00 ,279.00 ,337.20 ,256.80 ,129.30 ,126.00 ,61.80 ,142.80 ,249.00 ,194.40 ,803.40 ,464.40 ,162.30 ,104.10 ,655.20 ,121.80 ,1309.50 ,193.80 ,456.60 ,336.00 ,868.50 ,195.20 ,92.70 ,116.40 ,343.80 ,315.00 ,195.30 ,204.30 ,337.20 ,136.50 ,135.30 ,172.20 ,87.00 ,281.70 ,132.00 ,69.60 ,218.40 ,976.20 ,438.00 ,4210.40 ,778.20 ,306.00 ,80.40 ,7858.55 
2020/6/2,110.70 ,56.40 ,124.80 ,122.10 ,224.40 ,314.70 ,594.40 ,210.90 ,81.00 ,126.00 ,255.00 ,145.80 ,4.20 ,2575.20 ,340.80 ,479.60 ,762.00 ,173.70 ,229.20 ,141.90 ,277.65 ,264.30 ,844.80 ,149.40 ,537.60 ,272.40 ,205.20 ,214.50 ,210.60 ,208.80 ,131.70 ,459.90 ,720.40 ,16.80 ,2968.00 ,2511.20 ,3816.00 ,3720.00 ,98.10 ,219.60 ,797.20 ,407.55 ,0.30 ,2940.00 ,20.00 ,4392.00 ,65.10 ,14.40 ,1220.40 ,2953.20 ,363.90 ,13.20 ,0.88 ,3288.00 ,497.60 ,260.00 ,9.60 ,714.40 ,43.35 ,244.80 ,1517.60 ,319.20 ,183.20 ,115.20 ,293.70 ,685.80 ,1920.60 ,166.40 ,8.40 ,15.30 ,594.00 ,208.00 ,315.00 ,732.00 ,150.40 ,119.40 ,2478.00 ,840.00 ,471.00 ,548.70 ,716.10 ,516.60 ,55.35 ,178.20 ,44.70 ,545.00 ,147.60 ,101.10 ,172.80 ,298.50 ,345.60 ,265.50 ,224.70 ,234.00 ,283.80 ,324.60 ,245.70 ,134.70 ,138.60 ,53.40 ,131.70 ,272.40 ,231.00 ,825.00 ,445.20 ,166.80 ,113.70 ,468.00 ,126.00 ,1132.50 ,205.50 ,443.40 ,354.90 ,1101.00 ,214.00 ,130.80 ,122.10 ,307.20 ,324.00 ,226.20 ,189.30 ,410.40 ,141.00 ,141.60 ,162.00 ,98.00 ,300.00 ,138.00 ,65.70 ,232.20 ,605.70 ,457.80 ,4016.80 ,746.40 ,304.50 ,81.00 ,7753.79 
2020/6/3,116.70 ,56.40 ,126.00 ,153.00 ,207.60 ,305.70 ,732.00 ,217.20 ,76.50 ,92.70 ,251.40 ,167.40 ,4.20 ,2470.20 ,162.00 ,508.80 ,695.60 ,166.80 ,259.50 ,135.00 ,286.35 ,255.90 ,840.00 ,147.00 ,583.20 ,296.40 ,211.20 ,216.90 ,813.00 ,209.40 ,133.50 ,393.30 ,769.00 ,16.80 ,1264.00 ,2228.00 ,3240.00 ,3220.00 ,100.20 ,196.20 ,792.40 ,431.55 ,0.30 ,1008.00 ,21.50 ,1974.00 ,198.40 ,8.80 ,1215.30 ,0.05 ,326.25 ,1.28 ,594.00 ,3516.00 ,378.40 ,308.00 ,26.40 ,650.40 ,35.10 ,202.05 ,1260.00 ,310.20 ,37.60 ,108.80 ,307.95 ,722.40 ,1196.40 ,304.00 ,8.40 ,14.10 ,558.00 ,160.00 ,369.45 ,840.00 ,87.20 ,108.90 ,252.00 ,1056.00 ,244.80 ,517.50 ,706.20 ,497.10 ,58.65 ,178.20 ,49.70 ,529.00 ,142.20 ,85.20 ,167.40 ,189.50 ,355.60 ,266.10 ,217.50 ,223.80 ,287.70 ,335.40 ,250.80 ,140.40 ,131.70 ,72.90 ,132.90 ,251.70 ,210.60 ,730.20 ,440.40 ,150.60 ,108.30 ,631.80 ,119.40 ,1612.20 ,188.40 ,426.00 ,347.10 ,940.20 ,177.20 ,90.00 ,121.50 ,190.20 ,319.20 ,241.20 ,215.10 ,343.80 ,147.00 ,145.50 ,154.20 ,98.00 ,291.00 ,144.00 ,67.50 ,238.20 ,561.00 ,449.40 ,4381.60 ,672.30 ,303.90 ,81.00 ,7242.02 
2020/6/4,129.60 ,58.80 ,117.30 ,161.10 ,224.40 ,331.20 ,669.60 ,233.40 ,87.60 ,134.70 ,250.50 ,163.20 ,3.90 ,2646.60 ,260.40 ,479.60 ,735.60 ,160.50 ,248.40 ,138.00 ,294.90 ,285.30 ,891.00 ,141.60 ,571.20 ,283.20 ,208.80 ,213.90 ,741.60 ,201.30 ,124.50 ,349.80 ,783.00 ,11.10 ,1984.00 ,1884.80 ,2400.00 ,5020.00 ,101.85 ,202.80 ,853.60 ,423.15 ,0.30 ,3276.00 ,19.50 ,5142.00 ,0.00 ,12.00 ,1197.60 ,2586.00 ,256.20 ,2.20 ,0.70 ,2874.00 ,444.80 ,304.80 ,24.60 ,656.80 ,41.25 ,195.15 ,812.80 ,358.80 ,112.80 ,76.80 ,283.80 ,759.00 ,1277.40 ,270.40 ,13.60 ,8.40 ,594.00 ,168.00 ,361.35 ,612.00 ,96.00 ,107.70 ,168.00 ,972.00 ,162.60 ,618.30 ,689.10 ,569.40 ,56.70 ,116.40 ,46.50 ,478.00 ,154.80 ,129.00 ,169.80 ,297.00 ,415.20 ,281.10 ,237.90 ,251.40 ,286.50 ,337.20 ,250.20 ,129.30 ,129.60 ,65.10 ,144.30 ,245.10 ,219.00 ,659.40 ,458.40 ,157.80 ,114.90 ,688.20 ,133.80 ,1563.30 ,198.60 ,477.00 ,379.50 ,1054.50 ,270.80 ,98.40 ,141.30 ,224.40 ,334.80 ,231.60 ,209.10 ,353.40 ,150.90 ,144.00 ,159.90 ,100.00 ,292.80 ,139.00 ,78.00 ,261.60 ,585.60 ,544.80 ,4218.40 ,660.90 ,307.50 ,84.00 ,6497.70 
2020/6/5,109.80 ,57.00 ,116.10 ,161.10 ,237.20 ,327.00 ,738.00 ,227.70 ,83.70 ,147.90 ,255.60 ,167.40 ,3.60 ,2496.60 ,307.20 ,477.60 ,726.80 ,166.20 ,227.40 ,121.20 ,267.90 ,258.60 ,813.60 ,144.60 ,540.00 ,270.00 ,202.80 ,201.30 ,444.60 ,193.80 ,161.40 ,416.70 ,782.80 ,14.40 ,2296.00 ,2124.00 ,2196.00 ,4690.00 ,91.65 ,206.40 ,782.40 ,417.00 ,0.30 ,2724.00 ,4.50 ,1464.00 ,78.00 ,8.80 ,1236.60 ,0.01 ,354.00 ,1.44 ,232.20 ,3258.00 ,441.60 ,286.40 ,17.70 ,664.00 ,34.80 ,210.45 ,25.60 ,342.00 ,44.80 ,11.20 ,329.85 ,678.00 ,1848.60 ,261.60 ,15.20 ,7.50 ,624.00 ,368.00 ,237.30 ,816.00 ,111.20 ,96.60 ,1584.00 ,984.00 ,90.60 ,525.90 ,686.40 ,669.90 ,51.90 ,96.60 ,51.80 ,448.00 ,144.00 ,115.50 ,169.50 ,191.50 ,365.20 ,278.70 ,221.10 ,214.20 ,284.10 ,337.20 ,202.50 ,126.00 ,134.40 ,63.00 ,132.60 ,268.50 ,196.20 ,606.00 ,474.00 ,157.80 ,107.70 ,502.80 ,122.40 ,1148.70 ,187.80 ,461.70 ,390.30 ,909.00 ,202.40 ,92.40 ,166.50 ,202.80 ,314.40 ,201.30 ,150.90 ,348.60 ,138.60 ,133.80 ,145.20 ,102.00 ,290.10 ,153.00 ,69.30 ,239.40 ,591.00 ,505.20 ,4154.40 ,694.80 ,306.30 ,128.40 ,7037.22 
2020/6/6,108.90 ,58.20 ,131.70 ,134.40 ,242.00 ,343.20 ,628.00 ,224.70 ,78.30 ,158.10 ,256.50 ,189.30 ,3.60 ,2214.60 ,334.80 ,485.20 ,776.80 ,199.50 ,226.20 ,150.90 ,316.65 ,260.70 ,880.80 ,152.40 ,580.80 ,288.00 ,228.00 ,205.80 ,426.00 ,201.30 ,155.70 ,434.40 ,797.00 ,14.70 ,3144.00 ,2588.80 ,1524.00 ,7010.00 ,110.70 ,239.40 ,878.40 ,433.50 ,0.30 ,2412.00 ,4.50 ,3270.00 ,139.50 ,14.40 ,1221.00 ,3058.80 ,325.95 ,1.60 ,0.00 ,3120.00 ,488.80 ,291.20 ,15.60 ,600.80 ,44.10 ,197.70 ,1174.40 ,238.20 ,104.00 ,13.60 ,324.30 ,690.00 ,1180.20 ,261.60 ,18.00 ,8.70 ,426.00 ,192.00 ,286.95 ,600.00 ,124.00 ,147.00 ,156.00 ,1032.00 ,676.20 ,615.30 ,670.80 ,689.10 ,55.05 ,156.90 ,49.20 ,496.00 ,182.40 ,164.40 ,185.10 ,305.50 ,381.60 ,309.00 ,315.00 ,225.60 ,316.50 ,337.80 ,290.40 ,143.70 ,155.10 ,68.40 ,146.10 ,274.20 ,235.20 ,630.00 ,463.20 ,161.10 ,79.50 ,730.80 ,129.60 ,885.60 ,210.30 ,446.10 ,359.70 ,1048.80 ,339.20 ,111.60 ,165.30 ,282.60 ,313.80 ,255.90 ,176.70 ,396.00 ,164.70 ,149.10 ,155.40 ,105.00 ,303.60 ,152.00 ,78.90 ,248.40 ,657.30 ,515.40 ,4359.20 ,672.30 ,327.30 ,89.70 ,8439.07 
2020/6/7,115.50 ,63.30 ,107.10 ,157.80 ,254.80 ,337.80 ,714.40 ,234.00 ,88.50 ,152.70 ,282.30 ,192.00 ,3.90 ,2262.60 ,290.40 ,417.20 ,793.60 ,197.40 ,231.00 ,139.50 ,301.80 ,297.60 ,913.20 ,144.60 ,609.60 ,278.40 ,258.00 ,228.00 ,1192.80 ,219.60 ,132.60 ,438.00 ,812.60 ,16.20 ,3904.00 ,2856.00 ,1956.00 ,6310.00 ,106.20 ,229.50 ,986.40 ,459.30 ,0.30 ,2880.00 ,21.00 ,4656.00 ,680.00 ,18.40 ,1292.10 ,0.02 ,436.65 ,1.29 ,0.30 ,3036.00 ,476.00 ,52.00 ,16.80 ,33.60 ,54.75 ,96.60 ,1333.60 ,77.40 ,125.60 ,7.20 ,344.55 ,670.20 ,1285.80 ,274.40 ,13.20 ,11.40 ,636.00 ,200.00 ,338.70 ,744.00 ,121.60 ,125.10 ,714.00 ,1044.00 ,550.20 ,653.10 ,639.90 ,530.10 ,58.80 ,115.20 ,55.70 ,532.50 ,181.20 ,141.60 ,177.90 ,71.50 ,414.40 ,310.50 ,337.80 ,217.20 ,321.00 ,340.80 ,262.20 ,138.90 ,165.90 ,75.90 ,145.20 ,270.00 ,242.40 ,708.60 ,508.80 ,173.70 ,78.90 ,810.60 ,130.80 ,1047.30 ,216.00 ,463.80 ,398.40 ,931.80 ,233.60 ,106.50 ,151.20 ,348.00 ,314.40 ,269.70 ,175.50 ,422.40 ,168.00 ,142.80 ,169.20 ,116.00 ,311.70 ,148.00 ,78.60 ,258.00 ,1029.90 ,580.80 ,4245.60 ,701.40 ,333.60 ,87.60 ,6497.45 
2020/6/8,121.80 ,60.30 ,120.00 ,173.40 ,230.00 ,322.20 ,770.00 ,216.00 ,79.50 ,180.00 ,247.50 ,167.70 ,3.60 ,2590.80 ,258.00 ,571.60 ,709.20 ,167.40 ,236.10 ,128.40 ,294.60 ,263.10 ,843.60 ,136.80 ,895.20 ,454.80 ,308.40 ,240.90 ,625.20 ,249.60 ,136.80 ,426.30 ,765.20 ,15.00 ,3192.00 ,2775.20 ,1716.00 ,5400.00 ,96.15 ,232.20 ,900.40 ,418.20 ,0.45 ,2076.00 ,0.00 ,2064.00 ,63.90 ,12.80 ,1243.50 ,3058.80 ,554.55 ,1.80 ,0.04 ,2862.00 ,521.60 ,0.00 ,21.60 ,649.60 ,64.35 ,180.00 ,1569.60 ,132.00 ,79.20 ,145.60 ,277.20 ,727.80 ,1174.80 ,315.20 ,17.20 ,10.20 ,486.00 ,248.00 ,231.60 ,1542.00 ,108.80 ,142.80 ,570.00 ,804.00 ,381.00 ,657.60 ,705.60 ,531.30 ,54.60 ,153.00 ,52.90 ,486.50 ,173.40 ,149.70 ,164.40 ,462.50 ,384.00 ,284.40 ,267.30 ,224.40 ,303.30 ,325.20 ,232.20 ,136.20 ,135.60 ,71.40 ,136.80 ,274.20 ,201.00 ,539.40 ,474.00 ,158.40 ,113.70 ,828.00 ,121.20 ,954.90 ,203.70 ,512.10 ,405.60 ,1039.50 ,222.40 ,104.70 ,120.60 ,241.20 ,328.20 ,267.00 ,170.70 ,421.20 ,151.20 ,135.00 ,148.20 ,94.00 ,291.30 ,151.00 ,80.40 ,236.40 ,1106.40 ,511.20 ,5381.60 ,695.10 ,317.40 ,77.40 ,6983.21 
2020/6/9,73.20 ,45.60 ,112.50 ,156.30 ,216.00 ,323.40 ,635.60 ,214.50 ,93.30 ,162.00 ,241.80 ,169.50 ,1.50 ,2788.80 ,168.00 ,583.60 ,804.80 ,158.10 ,248.40 ,157.80 ,293.10 ,284.10 ,850.20 ,147.60 ,1077.60 ,494.40 ,327.60 ,220.50 ,1308.60 ,315.60 ,137.40 ,441.30 ,714.40 ,11.40 ,1312.00 ,1236.00 ,3396.00 ,8150.00 ,70.35 ,136.20 ,852.40 ,326.10 ,0.30 ,888.00 ,41.50 ,3306.00 ,199.20 ,14.40 ,975.60 ,0.02 ,335.25 ,1.34 ,17.70 ,3474.00 ,503.20 ,620.80 ,18.90 ,711.20 ,67.65 ,230.25 ,681.60 ,337.20 ,97.60 ,131.20 ,298.95 ,651.00 ,129.60 ,280.00 ,15.20 ,25.20 ,462.00 ,1136.00 ,182.40 ,1164.00 ,130.40 ,109.20 ,666.00 ,936.00 ,319.20 ,543.00 ,742.80 ,578.70 ,52.95 ,84.90 ,47.90 ,552.50 ,154.80 ,84.60 ,167.40 ,324.50 ,370.80 ,302.40 ,231.60 ,228.00 ,314.40 ,304.80 ,245.40 ,133.80 ,164.10 ,84.30 ,138.00 ,288.60 ,240.60 ,763.80 ,492.00 ,172.20 ,108.60 ,739.20 ,115.20 ,987.30 ,227.40 ,584.70 ,428.40 ,1179.60 ,236.80 ,103.80 ,134.70 ,280.20 ,330.00 ,273.30 ,165.00 ,375.60 ,142.50 ,129.30 ,142.50 ,99.00 ,289.80 ,145.00 ,82.50 ,236.40 ,1058.10 ,433.80 ,2616.80 ,731.70 ,323.40 ,83.10 ,8303.76 
